Metro,datetime,isPartial,condos for rent,duplex apartments for rent,townhomes for rent,townhouses for rent,starbucks,rel_pop_condos for rent,rel_pop_duplex apartments for rent,rel_pop_townhomes for rent,rel_pop_townhouses for rent,rel_pop_starbucks
Ogden-Clearfield,2017-08-01,False,22.22222222222222,,37.5,0.0,66.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2017-09-01,False,33.333333333333336,,25.0,66.66666666666667,72.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2017-10-01,False,11.11111111111111,,25.0,33.333333333333336,60.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2017-11-01,False,55.55555555555556,,50.0,0.0,73.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2017-12-01,False,33.333333333333336,,25.0,0.0,84.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-01-01,False,22.22222222222222,,25.0,33.333333333333336,60.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-02-01,False,22.22222222222222,,75.0,33.333333333333336,58.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-03-01,False,11.11111111111111,,50.0,0.0,57.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-04-01,False,33.333333333333336,,75.0,100.0,76.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-05-01,False,55.55555555555556,,75.0,33.333333333333336,73.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-06-01,False,55.55555555555556,,25.0,0.0,94.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-07-01,False,33.333333333333336,,37.5,0.0,88.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-08-01,False,55.55555555555556,,100.0,0.0,79.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-09-01,False,33.333333333333336,,37.5,0.0,82.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-10-01,False,22.22222222222222,,37.5,0.0,80.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-11-01,False,11.11111111111111,,37.5,33.333333333333336,84.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2018-12-01,False,22.22222222222222,,50.0,0.0,91.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-01-01,False,22.22222222222222,,75.0,33.333333333333336,68.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-02-01,False,33.333333333333336,,50.0,33.333333333333336,70.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-03-01,False,33.333333333333336,,62.5,0.0,71.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-04-01,False,22.22222222222222,,62.5,66.66666666666667,80.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-05-01,False,22.22222222222222,,50.0,0.0,98.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-06-01,False,22.22222222222222,,87.5,66.66666666666667,95.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-07-01,False,33.333333333333336,,75.0,0.0,96.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-08-01,False,11.11111111111111,,50.0,0.0,84.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-09-01,False,22.22222222222222,,62.5,0.0,94.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-10-01,False,22.22222222222222,,75.0,33.333333333333336,79.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-11-01,False,11.11111111111111,,50.0,0.0,85.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2019-12-01,False,11.11111111111111,,50.0,33.333333333333336,100.0,9.0,0.0,8.0,3.0,100.0
Ogden-Clearfield,2020-01-01,False,11.11111111111111,,62.5,0.0,71.0,9.0,0.0,8.0,3.0,100.0
Phoenix-Mesa-Scottsdale,2014-01-01,False,83.33333333333333,,50.0,50.0,45.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-02-01,False,66.66666666666667,,50.0,50.0,49.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-03-01,False,83.33333333333333,,75.0,50.0,50.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-04-01,False,83.33333333333333,,50.0,0.0,50.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-05-01,False,66.66666666666667,,50.0,50.0,57.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-06-01,False,66.66666666666667,,75.0,50.0,53.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-07-01,False,50.0,,25.0,50.0,54.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-08-01,False,83.33333333333333,,50.0,50.0,48.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-09-01,False,66.66666666666667,,50.0,50.0,56.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-10-01,False,50.0,,50.0,0.0,48.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-11-01,False,50.0,,25.0,50.0,58.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2014-12-01,False,33.333333333333336,,50.0,100.0,64.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-01-01,False,83.33333333333333,,75.0,50.0,45.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-02-01,False,50.0,,50.0,50.0,46.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-03-01,False,83.33333333333333,,50.0,50.0,55.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-04-01,False,100.0,,75.0,0.0,60.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-05-01,False,66.66666666666667,,25.0,0.0,63.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-06-01,False,83.33333333333333,,75.0,50.0,54.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-07-01,False,66.66666666666667,,25.0,50.0,52.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-08-01,False,66.66666666666667,,50.0,0.0,55.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-09-01,False,50.0,,50.0,50.0,59.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-10-01,False,66.66666666666667,,25.0,0.0,59.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-11-01,False,50.0,,50.0,0.0,80.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2015-12-01,False,33.333333333333336,,50.0,50.0,69.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-01-01,False,50.0,,75.0,50.0,61.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-02-01,False,100.0,,50.0,0.0,57.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-03-01,False,66.66666666666667,,50.0,0.0,56.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-04-01,False,83.33333333333333,,50.0,100.0,62.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-05-01,False,66.66666666666667,,100.0,50.0,65.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-06-01,False,66.66666666666667,,50.0,0.0,67.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-07-01,False,83.33333333333333,,100.0,50.0,63.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-08-01,False,66.66666666666667,,25.0,50.0,61.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-09-01,False,50.0,,25.0,50.0,70.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-10-01,False,50.0,,50.0,0.0,58.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-11-01,False,50.0,,50.0,50.0,71.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2016-12-01,False,66.66666666666667,,25.0,0.0,85.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-01-01,False,83.33333333333333,,75.0,0.0,62.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-02-01,False,50.0,,75.0,50.0,60.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-03-01,False,66.66666666666667,,50.0,0.0,58.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-04-01,False,83.33333333333333,,50.0,50.0,79.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-05-01,False,66.66666666666667,,75.0,50.0,77.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-06-01,False,50.0,,50.0,50.0,72.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-07-01,False,83.33333333333333,,75.0,50.0,67.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-08-01,False,50.0,,50.0,50.0,66.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-09-01,False,33.333333333333336,,25.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-10-01,False,33.333333333333336,,25.0,50.0,62.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-11-01,False,33.333333333333336,,50.0,0.0,74.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2017-12-01,False,33.333333333333336,,25.0,50.0,85.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-01-01,False,50.0,,75.0,50.0,72.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-02-01,False,50.0,,75.0,50.0,65.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-03-01,False,66.66666666666667,,50.0,0.0,65.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-04-01,False,50.0,,50.0,50.0,74.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-05-01,False,66.66666666666667,,50.0,0.0,75.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-06-01,False,50.0,,50.0,50.0,73.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-07-01,False,83.33333333333333,,50.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-08-01,False,33.333333333333336,,50.0,0.0,77.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-09-01,False,33.333333333333336,,25.0,0.0,76.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-10-01,False,33.333333333333336,,25.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-11-01,False,66.66666666666667,,50.0,50.0,87.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2018-12-01,False,33.333333333333336,,25.0,0.0,92.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-01-01,False,66.66666666666667,,75.0,50.0,76.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-02-01,False,50.0,,100.0,0.0,66.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-03-01,False,50.0,,75.0,0.0,74.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-04-01,False,50.0,,75.0,50.0,73.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-05-01,False,33.333333333333336,,25.0,50.0,96.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-06-01,False,33.333333333333336,,50.0,50.0,80.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-07-01,False,50.0,,75.0,0.0,88.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-08-01,False,33.333333333333336,,50.0,0.0,84.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-09-01,False,50.0,,50.0,50.0,85.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-10-01,False,50.0,,50.0,0.0,81.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-11-01,False,33.333333333333336,,50.0,50.0,98.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2019-12-01,False,33.333333333333336,,50.0,0.0,100.0,6.0,0.0,4.0,2.0,100.0
Phoenix-Mesa-Scottsdale,2020-01-01,False,33.333333333333336,,75.0,50.0,79.0,6.0,0.0,4.0,2.0,100.0
Tucson,2014-01-01,False,12.5,,100.0,0.0,40.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-02-01,False,62.5,,40.0,0.0,42.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-03-01,False,25.0,,80.0,0.0,41.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-04-01,False,12.5,,100.0,0.0,43.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-05-01,False,25.0,,60.0,0.0,62.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-06-01,False,37.5,,100.0,100.0,60.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-07-01,False,37.5,,80.0,0.0,61.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-08-01,False,12.5,,20.0,0.0,60.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-09-01,False,12.5,,20.0,25.0,35.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-10-01,False,12.5,,0.0,0.0,55.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-11-01,False,50.0,,40.0,0.0,62.0,8.0,0.0,5.0,4.0,100.0
Tucson,2014-12-01,False,25.0,,80.0,0.0,55.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-01-01,False,50.0,,40.0,25.0,46.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-02-01,False,25.0,,0.0,0.0,54.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-03-01,False,25.0,,40.0,0.0,47.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-04-01,False,25.0,,60.0,0.0,47.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-05-01,False,62.5,,60.0,0.0,67.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-06-01,False,50.0,,0.0,25.0,67.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-07-01,False,0.0,,20.0,50.0,54.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-08-01,False,50.0,,20.0,100.0,42.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-09-01,False,12.5,,20.0,25.0,63.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-10-01,False,62.5,,0.0,25.0,59.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-11-01,False,25.0,,0.0,50.0,94.0,8.0,0.0,5.0,4.0,100.0
Tucson,2015-12-01,False,25.0,,80.0,0.0,71.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-01-01,False,25.0,,80.0,50.0,65.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-02-01,False,50.0,,40.0,50.0,59.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-03-01,False,25.0,,60.0,25.0,68.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-04-01,False,25.0,,40.0,0.0,52.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-05-01,False,62.5,,100.0,75.0,54.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-06-01,False,62.5,,40.0,0.0,53.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-07-01,False,75.0,,40.0,0.0,70.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-08-01,False,50.0,,20.0,0.0,55.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-09-01,False,37.5,,40.0,25.0,64.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-10-01,False,25.0,,60.0,25.0,63.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-11-01,False,12.5,,40.0,0.0,72.0,8.0,0.0,5.0,4.0,100.0
Tucson,2016-12-01,False,37.5,,40.0,0.0,95.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-01-01,False,37.5,,40.0,25.0,60.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-02-01,False,25.0,,20.0,50.0,53.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-03-01,False,100.0,,100.0,0.0,79.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-04-01,False,75.0,,20.0,25.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-05-01,False,25.0,,60.0,0.0,76.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-06-01,False,25.0,,100.0,50.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-07-01,False,12.5,,60.0,25.0,57.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-08-01,False,25.0,,80.0,25.0,62.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-09-01,False,50.0,,20.0,50.0,73.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-10-01,False,0.0,,40.0,0.0,69.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-11-01,False,25.0,,60.0,25.0,84.0,8.0,0.0,5.0,4.0,100.0
Tucson,2017-12-01,False,25.0,,40.0,50.0,75.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-01-01,False,75.0,,40.0,25.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-02-01,False,62.5,,80.0,25.0,60.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-03-01,False,50.0,,80.0,25.0,65.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-04-01,False,50.0,,100.0,25.0,66.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-05-01,False,25.0,,60.0,25.0,71.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-06-01,False,25.0,,20.0,25.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-07-01,False,50.0,,100.0,25.0,69.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-08-01,False,25.0,,40.0,25.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-09-01,False,0.0,,40.0,25.0,80.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-10-01,False,12.5,,40.0,25.0,72.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-11-01,False,25.0,,0.0,25.0,85.0,8.0,0.0,5.0,4.0,100.0
Tucson,2018-12-01,False,25.0,,0.0,0.0,90.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-01-01,False,37.5,,80.0,25.0,70.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-02-01,False,37.5,,40.0,0.0,81.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-03-01,False,75.0,,60.0,25.0,73.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-04-01,False,25.0,,20.0,25.0,82.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-05-01,False,37.5,,80.0,0.0,88.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-06-01,False,25.0,,60.0,25.0,84.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-07-01,False,37.5,,60.0,0.0,94.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-08-01,False,25.0,,40.0,0.0,89.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-09-01,False,12.5,,80.0,0.0,87.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-10-01,False,25.0,,20.0,0.0,63.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-11-01,False,25.0,,0.0,25.0,100.0,8.0,0.0,5.0,4.0,100.0
Tucson,2019-12-01,False,12.5,,20.0,0.0,86.0,8.0,0.0,5.0,4.0,100.0
Tucson,2020-01-01,False,37.5,,40.0,75.0,85.0,8.0,0.0,5.0,4.0,100.0
Prescott,2014-01-01,False,83.33333333333333,,50.0,50.0,45.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-02-01,False,66.66666666666667,,50.0,50.0,49.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-03-01,False,83.33333333333333,,75.0,50.0,50.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-04-01,False,83.33333333333333,,50.0,0.0,50.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-05-01,False,66.66666666666667,,50.0,50.0,57.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-06-01,False,66.66666666666667,,75.0,50.0,53.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-07-01,False,50.0,,25.0,50.0,54.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-08-01,False,83.33333333333333,,50.0,50.0,48.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-09-01,False,66.66666666666667,,50.0,50.0,56.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-10-01,False,50.0,,50.0,0.0,48.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-11-01,False,50.0,,25.0,50.0,58.0,6.0,0.0,4.0,2.0,100.0
Prescott,2014-12-01,False,33.333333333333336,,50.0,100.0,64.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-01-01,False,83.33333333333333,,75.0,50.0,45.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-02-01,False,50.0,,50.0,50.0,46.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-03-01,False,83.33333333333333,,50.0,50.0,55.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-04-01,False,100.0,,75.0,0.0,60.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-05-01,False,66.66666666666667,,25.0,0.0,63.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-06-01,False,83.33333333333333,,75.0,50.0,54.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-07-01,False,66.66666666666667,,25.0,50.0,52.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-08-01,False,66.66666666666667,,50.0,0.0,55.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-09-01,False,50.0,,50.0,50.0,59.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-10-01,False,66.66666666666667,,25.0,0.0,59.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-11-01,False,50.0,,50.0,0.0,80.0,6.0,0.0,4.0,2.0,100.0
Prescott,2015-12-01,False,33.333333333333336,,50.0,50.0,69.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-01-01,False,50.0,,75.0,50.0,61.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-02-01,False,100.0,,50.0,0.0,57.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-03-01,False,66.66666666666667,,50.0,0.0,56.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-04-01,False,83.33333333333333,,50.0,100.0,62.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-05-01,False,66.66666666666667,,100.0,50.0,65.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-06-01,False,66.66666666666667,,50.0,0.0,67.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-07-01,False,83.33333333333333,,100.0,50.0,63.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-08-01,False,66.66666666666667,,25.0,50.0,61.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-09-01,False,50.0,,25.0,50.0,70.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-10-01,False,50.0,,50.0,0.0,58.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-11-01,False,50.0,,50.0,50.0,71.0,6.0,0.0,4.0,2.0,100.0
Prescott,2016-12-01,False,66.66666666666667,,25.0,0.0,85.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-01-01,False,83.33333333333333,,75.0,0.0,62.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-02-01,False,50.0,,75.0,50.0,60.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-03-01,False,66.66666666666667,,50.0,0.0,58.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-04-01,False,83.33333333333333,,50.0,50.0,79.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-05-01,False,66.66666666666667,,75.0,50.0,77.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-06-01,False,50.0,,50.0,50.0,72.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-07-01,False,83.33333333333333,,75.0,50.0,67.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-08-01,False,50.0,,50.0,50.0,66.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-09-01,False,33.333333333333336,,25.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-10-01,False,33.333333333333336,,25.0,50.0,62.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-11-01,False,33.333333333333336,,50.0,0.0,74.0,6.0,0.0,4.0,2.0,100.0
Prescott,2017-12-01,False,33.333333333333336,,25.0,50.0,85.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-01-01,False,50.0,,75.0,50.0,72.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-02-01,False,50.0,,75.0,50.0,65.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-03-01,False,66.66666666666667,,50.0,0.0,65.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-04-01,False,50.0,,50.0,50.0,74.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-05-01,False,66.66666666666667,,50.0,0.0,75.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-06-01,False,50.0,,50.0,50.0,73.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-07-01,False,83.33333333333333,,50.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-08-01,False,33.333333333333336,,50.0,0.0,77.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-09-01,False,33.333333333333336,,25.0,0.0,76.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-10-01,False,33.333333333333336,,25.0,50.0,75.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-11-01,False,66.66666666666667,,50.0,50.0,87.0,6.0,0.0,4.0,2.0,100.0
Prescott,2018-12-01,False,33.333333333333336,,25.0,0.0,92.0,6.0,0.0,4.0,2.0,100.0
Prescott,2019-01-01,False,66.66666666666667,,75.0,50.0,76.0,6.0,0.0,4.0,2.0,100.0
Prescott,2019-02-01,False,50.0,,100.0,0.0,66.0,6.0,0.0,4.0,2.0,100.0
Prescott,2019-03-01,False,50.0,,75.0,0.0,74.0,6.0,0.0,4.0,2.0,100.0
