,0_lower_bound,0_upper_bound,1_lower_bound,1_upper_bound,2_lower_bound,2_upper_bound,3_lower_bound,3_upper_bound,4_lower_bound,4_upper_bound,5_lower_bound,5_upper_bound,6_lower_bound,6_upper_bound,7_lower_bound,7_upper_bound,8_lower_bound,8_upper_bound,9_lower_bound,9_upper_bound,10_lower_bound,10_upper_bound,11_lower_bound,11_upper_bound
33131,2313.1427869998906,2262.2707056780364,2311.61458354018,2261.168701996337,2310.6525787813757,2260.62198104175,2310.0171592157794,2260.3917559801566,2309.571010994578,2260.3411122012744,2309.235325129838,2260.3916227298196,2308.964832825368,2260.498377346682,2308.7334972353724,2260.6356796295663,2308.5263140771854,2260.7888485407434,2308.3346116446924,2260.9495178278507,2308.1533540800115,2261.1129421012124,2307.979593678562,2261.2764525235225
33132,2071.685576205993,2009.8830206001826,2072.7191903073417,2011.4342145063138,2073.0770671137993,2012.2765147589148,2073.099626533953,2012.8113381945145,2072.9985978695763,2013.1713070353567,2072.8144715707904,2013.475748360788,2072.6227420602054,2013.7233988933092,2072.4023919158453,2013.969744350436,2072.1987496227725,2014.1854744089462,2071.9783471102796,2014.4114984434755,2071.7792389818183,2014.6132216791696,2071.5660544298275,2014.8276229066198
33133,2016.7734233615718,1968.2055566095275,2018.9812450869708,1970.8133371522763,2020.4229660991796,1972.6457734009737,2021.3240777637448,1973.9273313561998,2021.8459744861382,1974.8224801225376,2022.1057413757496,1975.4452836168896,2022.1793183071782,1975.8855482253634,2022.2418868007533,1976.0242785873613,2022.2359364192475,1976.0362130652024,2022.1307540589933,1975.9775133525927,2021.9816564607488,1975.8649859563636,2021.775918717322,1975.7162698259035
33134,2134.4194239542576,2081.3740945556274,2134.1969935378606,2081.5952311664464,2133.980821502225,2081.8120584791905,2133.7694168901085,2082.0231313483623,2133.5633028714306,2082.229413019259,2133.362118928893,2082.4305096701532,2133.1652828638535,2082.6273891358214,2132.97309079852,2082.819559058676,2132.7852321310206,2083.0074290080333,2132.6014748801786,2083.191180601147,2132.4218346603825,2083.3708238960685,2132.246004156098,2083.546652915301
33135,1734.2464489348915,1691.8012968858236,1734.070835112422,1691.9812973075943,1733.8963517277987,1692.1533288772396,1733.7279964388238,1692.3230686872432,1733.5625979451734,1692.487681978845,1733.4016977993429,1692.6490283134563,1733.2441780565869,1692.8062942301062,1733.0904394491006,1692.9601771753316,1732.9399867409134,1693.1105487760183,1732.7930548303316,1693.2575300523608,1732.6493063669593,1693.4012518085617,1732.5085896813398,1693.5419838441985
33137,2290.0258906000904,2220.082777300087,2284.3965718241316,2215.039284917628,2280.9268927778803,2212.1406030127782,2278.747886414476,2210.5187169371693,2277.341449752246,2209.6560771421205,2276.398489254702,2209.2441131949313,2275.734521272621,2209.0988355924505,2275.23937526933,2209.11054228274,2274.8472127730665,2209.213838306954,2274.5186500469335,2209.3697603459595,2274.2300950427893,2209.555115883882,2273.9673863534213,2209.7561228126174
33138,1717.1207024878704,1673.5067018079872,1717.036903329471,1673.7873787190001,1716.8898131337698,1673.9962646286874,1716.726043044635,1674.1794361434527,1716.5593800506024,1674.352191906358,1716.3950075465573,1674.5184782402953,1716.233421871769,1674.6806652149733,1716.0756896178937,1674.8385864331958,1715.921092334198,1674.993243113502,1715.7702350763125,1675.1441190454602,1715.622336276278,1675.292023717736,1715.477936234018,1675.4364256069637
33139,2027.184116835327,1983.2453656437394,2030.492046191227,1986.8883898646604,2033.8489108612732,1990.3555193079121,2036.920712403805,1993.8588838912463,2039.8924409916817,1997.046989020897,2042.5835417665955,2000.0214401167912,2045.0472428618823,2002.5293061178531,2046.650311567003,2005.095307278557,2048.381614489835,2006.8335000433267,2049.745993159159,2008.2174076889726,2050.7027526629286,2009.2466880785487,2051.3676068072696,2009.9490099520362
33140,2339.2638967205207,2280.95586514421,2339.9074499951084,2282.0831003083376,2340.0310001268153,2282.6773274539173,2334.0162463401225,2277.081607344466,2333.5742343587713,2276.7923054662447,2334.1698681027196,2277.3962636023166,2337.2482733694437,2280.481263128639,2338.6432888395284,2281.8853309687556,2337.5034674141843,2280.756555743602,2346.2269892304976,2289.493212348337,2340.8717154937194,2284.1531164796206,2339.2006446009214,2282.499239465456
33141,1869.1861906953534,1830.3796233845358,1866.0495590455544,1827.5681612431813,1864.4680835801075,1826.303538911798,1863.6326934355993,1825.7767437352177,1863.1556021634033,1825.6017150704652,1862.8520578922798,1825.5929987601617,1862.6335210772932,1825.6619751314206,1862.457113081455,1825.7667341640301,1862.3024554907,1825.887060117687,1862.1600698939874,1826.0129915628154,1862.024491477455,1826.1406824075764,1861.8941234284564,1826.2672686463877
33142,1702.857622529517,1656.3524050181218,1703.3070035324813,1657.1914010489604,1703.375849183946,1657.6398011779136,1703.2945258016841,1657.928834617868,1703.1554869984498,1658.1513036279912,1702.995940293977,1658.3443695680578,1702.8300695024918,1658.5237102421875,1702.6641081877438,1658.6950856069407,1702.5006946802414,1658.8606757490097,1702.3400894046745,1659.0221562872389,1702.1826458270061,1659.1799518916832,1702.028663020815,1659.3340763118438
33145,2102.0104462382433,2049.9895537617567,2101.792273236217,2050.207726763783,2101.579922037316,2050.420077962684,2101.3727338047083,2050.6272661952917,2101.170499971541,2050.829500028459,2100.973026886917,2051.026973113083,2100.7801305188427,2051.2198694811573,2100.5916367298064,2051.4083632701936,2100.4073806067045,2051.5926193932955,2100.227205857427,2051.772794142573,2100.0509636551387,2051.9490363448613,2099.878513085525,2052.121486914475
33147,1998.0848401072485,1946.4619431115034,2000.016496165022,1948.8306852967617,2002.872780093354,1952.1139715435954,2006.8013325485372,1956.459958202929,2003.884996911488,1953.947190146322,1999.4271338267638,1949.8871841268826,1999.5495092232443,1950.3911959584382,2008.8573030013183,1960.0829390373904,2013.1829138599776,1964.7781147368771,2022.9101787622872,1974.8657247184624,2029.1861037469282,1981.4945027338356,2033.1512310771627,1985.8051871680577
33150,1624.2158144079451,1578.374787645265,1624.2959896586933,1578.832472605907,1623.0793412533264,1577.991259477246,1624.2558056304806,1579.3050217761838,1625.7022250691102,1580.7687252677115,1627.12962587918,1582.2112593879397,1628.4472207460242,1584.446427832337,1630.2907090063661,1586.3383093252462,1631.841238441077,1588.4173115471147,1633.6181483102187,1590.2170443577952,1635.2213646205867,1591.8633080624816,1636.5673358650533,1593.419525896265
33157,1779.6840335518739,1737.8267510303342,1776.1775054023337,1734.6711842977506,1777.5624011923567,1736.397872249904,1781.459666496037,1740.6284464092867,1784.1290267450095,1743.6235017379759,1785.5438200570711,1745.3570006353857,1785.4196506838653,1745.5423316748074,1784.8207374795536,1745.2469825143505,1784.0370217644888,1744.7598583279903,1783.546481093421,1744.5589385965175,1783.254564814927,1744.551332563181,1783.1704368831724,1744.7444541365608
33160,2099.728618064508,2057.383854433194,2103.858797095321,2061.868858268877,2105.8551666965145,2064.2108905658,2106.779107204412,2065.472211032852,2107.165267078349,2066.1870528721024,2107.2817849624275,2066.625384349318,2107.2646088179,2066.922240588605,2107.1818878195154,2067.1459709702667,2107.0673064336424,2067.331661882301,2106.93855408978,2067.496281446911,2106.804190042076,2067.6487405437156,2106.6683988328614,2067.7936625193315
33161,1548.5065132837026,1504.681693109123,1545.399732312874,1501.942164619801,1543.6400506646708,1500.5396915663102,1542.6099330573938,1499.8590327857073,1541.976684770485,1499.5664979044118,1541.5597746053822,1499.4823039865114,1541.261571542602,1499.5092101997254,1541.0295820210579,1499.594285969434,1540.834411052333,1499.7098825548906,1540.661068316962,1499.840115600604,1540.5008536438718,1499.9769707904657,1540.3494888540852,1500.1156753445846
33178,2073.739307738181,2044.9625226768321,2080.5544094657125,2052.0188418563284,2086.616615122148,2058.3156354782404,2092.2772976246656,2064.2054988915556,2097.724577587229,2069.8765120800754,2103.058898892218,2075.4292969687604,2108.3339071825103,2080.9177064095866,2113.578250965838,2086.370580610191,2118.807215000464,2091.8033876109607,2124.0289404028035,2097.224441453637,2129.2477487349865,2102.638227574332,2134.4659190968346,2108.0471817031307
33180,2061.541218850177,2019.4916167129884,2063.1556469062416,2021.4582445956432,2063.565216985267,2022.2113722930312,2063.586756184197,2022.567421145492,2063.484620585424,2022.7922081063489,2063.3449922282985,2022.9716873593118,2063.1955796541324,2023.1340508475214,2063.0455239518683,2023.2883163537263,2062.8971253855016,2023.4380836416292,2062.751902515072,2023.5837516178367,2062.609372516934,2023.7264263922962,2062.4701849678177,2023.8656610415128
33186,1599.2512064118366,1575.8134161947048,1601.0711104810096,1577.8294934527823,1603.6517702385697,1580.6015065992144,1606.649858793223,1583.7862870733568,1609.8774388049521,1587.1960915962293,1613.2316067853553,1590.7281932636133,1616.6559907378423,1594.3263869897164,1620.119688793432,1597.9599279632293,1623.6057442096642,1601.6120081201268,1627.1048378253427,1605.2734490834582,1630.6118345450345,1608.939250352089,1634.123893923847,1612.606697657733
33196,1632.4641446479368,1601.7754115200933,1636.6647731270143,1606.2334347517951,1640.5366404522138,1610.3554429351857,1644.271439596983,1614.3350317821798,1647.9505502671263,1618.2523666397997,1651.6073751635818,1622.142555466004,1655.256866191999,1626.0191855579728,1658.9043852266439,1629.889050901453,1662.5524347942737,1633.754822891431,1666.2021807043454,1637.6170805443783,1669.8540572814209,1641.4765573302143,1673.507742809925,1645.3340646484141
33301,1763.7902362017346,1717.763502558784,1755.7612138322681,1710.1268864461329,1749.7770374508905,1704.5262590738325,1745.193521528052,1700.316796527006,1741.292838814778,1696.7802987607552,1737.6198220068184,1693.4661308922089,1733.9761406472282,1690.1648020574055,1730.2964650698902,1686.82713654221,1726.589815606313,1683.4539120180348,1722.875441964858,1680.0605924928836,1719.1622915631494,1676.665476576157,1715.4598495888902,1673.2721474272337
33304,1579.7918869524322,1540.7281673770515,1576.7363209592147,1538.0855844042978,1573.9118623011416,1535.7174006152288,1574.1594236334643,1536.3687036068284,1567.4634604605071,1530.0589076153842,1562.9393901212134,1525.908684345478,1554.5686652347306,1517.8992168904954,1545.9156453807527,1509.5994473113665,1532.6242685005386,1496.6478473724478,1532.8767317984862,1497.241253988505,1522.6566243075622,1487.3486009965377,1524.4934167547028,1489.4881393419248
33305,1541.175507241869,1493.9269912046532,1543.1793597268802,1496.3266641005612,1543.8599118097784,1497.393166342709,1544.0185690211185,1497.9277966834109,1543.9725197884334,1498.2490319654046,1543.8480100069123,1498.4827976672436,1543.6943518493165,1498.6798431633326,1543.531729966226,1498.8596986071793,1543.3678977760521,1499.030377602007,1543.2056398934722,1499.195356248574,1543.0461053538638,1499.3559721747365,1542.8897321736642,1499.5127752511487
33308,1659.5254699630123,1604.6731934603804,1667.937742202417,1613.5449470301717,1672.3540558464815,1618.4090310031775,1674.6277300104987,1621.1195941625176,1675.7532845486407,1622.671590046295,1676.2644487303753,1623.5991584912374,1676.447698736655,1624.18916379165,1676.45680444234,1624.5957418828189,1676.3742905102822,1624.9017662415295,1676.244426639913,1625.151835586686,1676.090935731882,1625.3699871167028,1675.9265062832994,1625.569205581877
33311,1398.1397165670905,1380.1762392693877,1396.1805966695008,1378.3711730690122,1397.596858377753,1379.9378728278966,1396.703652094442,1379.190714780265,1396.2423308750683,1378.8718510704673,1396.5164863885752,1379.285039470447,1395.1528914219941,1378.057163548616,1393.4205347908808,1376.4572915818483,1391.8764269941744,1375.0426392272138,1390.3061888742031,1373.598910629321,1390.233803115728,1373.6501409801474,1391.45826409788,1374.9956089808745
33312,1431.2447732575686,1404.4300632264255,1427.684544421722,1401.0983091053681,1424.0592821860555,1397.6958023393472,1420.421513652909,1394.275279197522,1416.783815571722,1390.849534620537,1413.1489985637652,1387.4215955942611,1409.517517201739,1383.9921184617035,1405.889282251542,1380.5611962177893,1402.264090898317,1377.1288107997968,1398.6417399441668,1373.6949270370162,1395.0220442838627,1370.259517442108,1391.4048371514734,1366.8225684022893
33313,1457.1155820973056,1432.7435735605397,1461.360732972002,1437.1925935361764,1465.2912880544932,1441.3221281359897,1469.0516405870394,1445.276613951045,1472.7202849673242,1449.134746851363,1476.3399188275541,1452.9394075278694,1479.933758944889,1456.7139861508156,1483.514419291784,1460.4712596758743,1487.0887405384337,1464.2182245587,1490.660421649025,1467.9587249387282,1494.2314494366142,1471.6948873306565,1497.802879553584,1475.4279000374015
33324,1588.078188397518,1566.509303897374,1589.885792014199,1568.5008631253559,1591.6965876658535,1570.4911365491828,1593.509916366839,1572.479493753476,1595.325889239456,1574.46622424748,1597.1442831474676,1576.4512815906708,1598.9650222625846,1578.4347473978992,1600.7879806986364,1580.4166502137357,1602.6130640771134,1582.3970355953893,1604.4401714777862,1584.3759428865822,1606.2692103779823,1586.353415195596,1608.1000984416019,1588.329486877566
33334,1340.898354123081,1319.8432592305785,1345.2337239301464,1324.3552662913885,1348.5367609849777,1327.829962659855,1351.8080205934023,1331.2690608351488,1354.8292501222522,1334.4538834931286,1357.7759050359998,1337.5603712005325,1360.6443669277778,1340.5849681366649,1363.4749163793647,1343.5680875227292,1366.2774386729045,1346.5198254499403,1369.0642205558995,1349.4523949969264,1371.8408453573775,1352.371699172913,1374.611623498709,1355.2820535588621
33401,1537.0442467032337,1504.3629370512738,1539.9735368982977,1507.5661863798061,1543.0934988208105,1510.9525571504823,1546.3127465394657,1514.4324690271508,1549.5851112020339,1517.9585594028729,1552.885785594991,1521.5076662232764,1556.20283744158,1525.0667367677743,1559.5291796951374,1528.6302160916107,1562.861968059973,1532.1941843983775,1566.1988498287037,1535.7577428692507,1569.5393875829134,1539.31940482401,1572.88251070812,1542.8794951542857
33404,1507.2070548643533,1480.3156867492053,1509.90423566941,1483.2384930724543,1512.6044586411763,1486.1578106377524,1515.3071747428253,1489.0747016130053,1518.0124178380856,1491.9889890107565,1520.7201057049795,1494.900801677108,1523.4301388539404,1497.8102301931629,1526.1424302652092,1500.7173671870194,1528.8568950128495,1503.6222985199822,1531.573453357922,1506.5251058130007,1534.2920292125725,1509.4258665195446,1537.0125504193702,1512.3246541159933
33407,1523.3796066673092,1494.0958265695865,1524.5742141078335,1495.53552497796,1526.631708790537,1497.8325929470855,1528.979409542163,1500.4133306659687,1531.4255661746465,1503.0870870091635,1533.906351815641,1505.7898334849626,1536.4002097873533,1508.5008149467665,1538.9001122956947,1511.2128956594765,1541.403596995038,1513.923790551674,1543.9097796597862,1516.6327903812844,1546.4183086640953,1519.3397108358588,1548.929014363185,1522.0445409042547
33413,1481.279261472507,1451.4117560193047,1484.8154730797014,1455.1984575844208,1486.807082701876,1457.4334286978983,1487.9079094911235,1458.7726540071812,1488.49656210978,1459.5930315884343,1488.7898514579304,1460.1135815632763,1488.9144602190477,1460.4591511437498,1488.9418058227127,1460.7034975238946,1488.9148045809457,1460.8875319029485,1488.85644099876,1461.0366752125735,1488.781661284349,1461.1639456583039,1488.6979720098534,1461.2779922522204
33414,1755.9808917810833,1690.687179097738,1739.8719406462494,1675.1213693749671,1723.366331252863,1659.1717270320464,1708.7948828304602,1645.1305219787391,1698.237670698483,1635.0929357373468,1692.9395822191675,1630.3004169646144,1692.9576357385258,1630.8133418400107,1697.1725814666747,1635.5046931038069,1703.5921149100163,1642.406821281625,1709.927392474375,1649.1982415521086,1714.1345189497865,1653.8529548661527,1714.9614819313604,1655.0399411191709
33418,1694.814748149128,1652.1599786510149,1692.0898544214656,1649.792544759648,1690.4787578120206,1648.529654580341,1689.4976737826282,1647.8883230444353,1688.8737995198458,1647.5960931818472,1688.4531430173781,1647.4993467639308,1688.1490976730913,1647.5111010021049,1687.911785368156,1647.583255962848,1687.7140280508731,1647.6876721174233,1687.5398523597712,1647.8090838158184,1687.3803939133434,1647.9387095769982,1687.2305317629048,1648.0717011808679
33432,1999.4914182887362,1938.5085817112752,2023.2301573410427,1962.7698426589805,2046.9771876916307,1987.0228123084044,2070.7304616645292,2011.2695383355178,2094.4897302940567,2035.5102697060024,2118.2547530393517,2059.74524696072,2142.025303326425,2083.9746966736598,2165.8011711077893,2108.198828892308,2189.5821508611743,2132.4178491389357,2213.3680526032895,2156.6319473968333,2237.158694556658,2180.8413054434777,2260.95390530127,2205.0460946988783
33433,1777.099705884413,1731.4591107958506,1765.019865727306,1719.7705636440553,1751.3663024210662,1706.4971226854357,1739.0096740804368,1694.5105606183163,1733.1452628278103,1689.007315795202,1734.1010334935202,1690.3156411064213,1738.9071681885678,1695.4659593245804,1741.225444564606,1698.120350556885,1734.2569364470246,1691.4802710891177,1732.3932475188437,1689.9373540555287,1734.7932662706005,1692.6510141651308,1734.6361827206597,1692.8006737033693
33435,1747.8915104174714,1708.357469630431,1750.7506465206952,1711.548207446865,1753.6142774643245,1714.734360864246,1756.4817659842847,1717.916681094971,1759.3531988655982,1721.0950503570102,1762.2278683104655,1724.270185929116,1765.1063951456895,1727.4414656548902,1767.987888310871,1730.6097810638996,1770.872978097202,1733.7745021871508,1773.760795858685,1736.936497469972,1776.6516592426483,1740.0954493545323,1779.5456970422192,1743.2512288474863
33436,1575.8946659892122,1546.219026962358,1583.593767449478,1554.1748946034445,1591.3844961327493,1562.2166927410424,1602.403387798764,1573.4787023354975,1607.526823599212,1578.839799569765,1612.4431767849849,1583.9866128443193,1616.6636785501742,1588.4326870433997,1618.8687295441357,1590.8577968157372,1618.0184866296127,1590.2224289180704,1611.9587961970228,1584.3723420590773,1610.1094031277005,1582.7277490456584,1612.8309178192537,1585.6495820608081
33444,1701.0903748678238,1658.9096251321762,1700.9139341570938,1659.0860658429062,1700.7417304250519,1659.2582695749481,1700.573711462538,1659.426288537462,1700.4097115827424,1659.5902884172576,1700.2495729965162,1659.7504270034838,1700.0931456152632,1659.9068543847368,1699.9402880053376,1660.0597119946624,1699.7908666205967,1660.2091333794033,1699.6447527320174,1660.3552472679826,1699.5018266072577,1660.4981733927423,1699.36197072292,1660.63802927708
33460,1535.6144106698132,1473.1104130914189,1535.9737304996484,1473.9889195547385,1535.9998381608086,1474.5252725963144,1535.8886340756912,1474.8921320885188,1535.6939017126758,1475.2030898409782,1535.4926537217493,1475.4571926392264,1535.2633701600791,1475.7105160349467,1535.0516667898448,1475.9331567995953,1534.8234993850604,1476.1663010023751,1534.6172013699975,1476.3748642765095,1534.3969343953604,1476.596162426145,1534.1987758157622,1476.7947905489425
33461,1454.1963343625202,1424.8521177151615,1455.6666053555728,1426.5685192494834,1456.553119776887,1427.6940343444471,1457.071301565626,1428.4465266460093,1457.3588367326788,1428.961675606974,1457.5007276465437,1429.3269511841415,1457.5524804338493,1429.595723366042,1457.5471291370302,1429.8036849485632,1457.5075588406814,1429.9713589022738,1457.4464190431186,1430.1135112241268,1457.3726198471256,1430.2385529652136,1457.2915477841968,1430.3520436582733
33510,1272.8591859030012,1239.8355694431289,1268.8660633398244,1236.1215706121907,1271.434100463491,1238.9614432231022,1281.2261133582758,1249.0180982428144,1291.8265826833504,1259.8771566887194,1302.1497123746153,1270.4521565381096,1308.600298821612,1277.1488469542714,1313.3436387867596,1282.1326470865029,1315.7356274539425,1284.759769321612,1319.5016289483524,1288.7555349634767,1319.7890958405192,1289.2677369248881,1319.037567836792,1288.7360136248192
33511,1298.9743033820612,1275.5085237180954,1300.1184610091054,1276.8528930305392,1301.2672888059544,1278.1968667594394,1302.42072693488,1279.5405973395523,1303.578292830031,1280.8838200716987,1304.73984543036,1282.22651187217,1305.9049918912128,1283.5685799652888,1307.0735058181938,1284.909904681004,1308.2451550520243,1286.2504084411219,1309.419742659729,1287.590046175412,1310.5970840357727,1288.9287716687213,1311.7770135015817,1290.266555515423
33602,1898.68755575797,1862.740617052804,1909.7604459890367,1874.1146732555235,1920.154377982424,1884.802107742364,1930.55447381171,1895.488602195578,1940.958107367285,1906.1717977879887,1951.3643202443159,1916.8509046881622,1961.7742295304947,1927.527459455353,1972.1870623890914,1938.2007922009188,1982.6027842693775,1948.8712133770068,1993.0214591068875,1959.5388887400622,2003.4428101041378,1970.2038532532854,2013.8668378288332,1980.866219779941
33604,1025.714835428842,1003.2802019534581,1028.4087951698382,1006.1615965658511,1031.274111046725,1009.21008814797,1034.2403639503655,1012.3550508773883,1037.2663340885938,1015.5554547850653,1040.3279532777929,1018.7874004910758,1043.4111525844314,1022.0369785141423,1046.5076957301205,1025.2961030267177,1049.6127497485802,1028.5600829578382,1052.7234675555785,1031.8262069100376,1055.8381629765122,1035.0929163963692,1058.9558278637571,1038.3593249490002
33606,1577.482173920848,1551.4599902470688,1583.1584236359174,1557.354070004675,1589.0466456014071,1563.454784497658,1595.0760518222949,1569.6911465626429,1601.2002388049468,1576.0180051843263,1607.3888809226257,1582.4042777079942,1613.6211748822977,1588.8295944358813,1619.8825337103463,1595.2791475756649,1626.163780503391,1601.7451054546254,1632.4595211114408,1608.2211671828247,1638.765527398306,1614.703528868754,1645.0789781573285,1621.1895350719956
33607,1466.5133856209186,1438.7954486476383,1456.9508303307591,1429.4693800751727,1456.0715329402858,1428.8348461736794,1468.631857226536,1441.6231826942337,1479.5542398281166,1452.76636874187,1489.1047310421136,1462.534637767409,1501.668674189528,1475.3115160220534,1510.444984946856,1484.2912559344745,1517.5643777740688,1491.622018705783,1516.198457903017,1490.450590659924,1521.6345723551628,1496.0779452639674,1530.0274354584753,1504.6812644609345
33612,988.7097303566503,964.5114343271499,987.1807412019028,963.1849975929186,986.2286618640176,962.4304741327326,985.6221633604194,962.0167307581954,985.22305555668,961.8057687102696,984.9487544157363,961.7151827896338,984.7498796632643,961.6957660734816,984.5968880388306,961.7181371431087,984.4720896067488,961.7647584095557,984.3648785283382,961.825170198619,984.2688854869475,961.893142025124,984.1802766187094,961.9649697881497
33613,1205.8977611278385,1186.8386047784313,1207.128875706652,1188.2439568893517,1208.5791508642785,1189.8609599904091,1217.2457922972699,1198.6930097278173,1226.2999679451407,1207.9022675348913,1234.7928405985524,1216.549063451109,1240.305079902519,1222.2121853105646,1248.9543763891206,1231.0066054614176,1254.7115422522857,1236.9059536206528,1256.0343618620527,1238.3676399968613,1253.2616055770272,1235.7301974397683,1250.480692883506,1233.080757854464
33615,1307.2723935277852,1287.7933587749797,1312.6064666229615,1293.2900421581064,1317.9421449221977,1298.7847339301165,1323.2797942772359,1304.2775261476522,1328.6192593528954,1309.7684247732905,1333.9605105250394,1315.257545635232,1339.3034668899159,1320.7449452767423,1344.6480720985,1326.2306978669048,1349.9942626513746,1331.7148633672516,1355.341982006645,1337.1975021627861,1360.6911743225266,1342.678669687313,1366.041787166914,1348.1584191846885
33617,1088.608839926235,1067.2262149303153,1090.9833051908515,1069.779418054996,1093.6851104746318,1072.6558172028379,1096.5827226094293,1075.7237652599079,1099.5977094483358,1078.9050097495863,1102.6833426417031,1082.1529851254975,1105.8117667204378,1085.4399880985952,1108.96636354349,1088.7495442174172,1112.137207820499,1092.0718641256767,1115.3183619817512,1095.401138581389,1118.5062647761051,1098.7339285852495,1121.6987721152475,1102.068206221176
33626,1463.0902430844963,1438.8046294469254,1467.4989827542468,1443.4166564044826,1472.2447063905483,1448.3606681584993,1477.1915859672638,1453.501010483277,1482.2588732694558,1458.7571279917784,1487.398552640161,1464.0811903887918,1492.582059386305,1469.4448049456205,1497.7923853820378,1474.8311279477073,1503.0193930167502,1480.2301749234903,1508.2570275147898,1485.6360381272095,1513.5016634078281,1491.0452306766522,1518.7511202347393,1496.4557041057117
33634,1255.0454925292136,1224.7255170716287,1263.891812529156,1233.8262346965073,1271.1637841491652,1241.3452999634542,1277.261121405868,1247.684010709656,1282.6395507884642,1253.29823673746,1287.5221479524184,1258.4110727452749,1292.0873753832575,1263.201660119354,1296.4402817874125,1267.7747223098954,1300.655759960724,1272.2045820965945,1304.7801530014256,1276.5387925503153,1308.845394367534,1280.809304514919,1312.8718932016477,1285.0372566877209
33701,1376.8963529621874,1346.6518275754133,1383.4375191096658,1353.447675927321,1390.9750544689846,1361.232174930196,1398.685407925334,1369.1835137188318,1406.184997200715,1376.9182886237688,1413.4410795822896,1384.4039883237883,1420.5645564872384,1391.7518261129912,1427.6633316738455,1399.069718875264,1434.7900212047412,1406.4108281445428,1441.9513896605895,1413.7812823249133,1449.1330932562569,1421.1681994221212,1456.3213731517883,1428.557023219693
33702,1199.0836423273463,1180.7650697541208,1205.0926617066352,1186.9277822551885,1210.211402474153,1192.196177921711,1215.19388409892,1197.3246078373613,1220.3727595023345,1202.645789758407,1225.77477848236,1208.1869948459594,1231.3058669352788,1213.8538847520206,1236.8726005764718,1219.5534593514137,1242.4258236167245,1225.2365338547786,1247.9549971428332,1230.892641345241,1253.46840590591,1236.5299741976637,1258.976747512591,1242.159851331989
33705,1357.7977469956968,1328.5569806889075,1362.6918405210931,1333.696542996434,1367.5080377763293,1338.751525301479,1372.6978270304762,1344.1740888573572,1378.189241040382,1349.8926187867396,1383.8365957439523,1355.7622445237484,1389.5440155497954,1361.6864478790262,1395.2667954830076,1367.6212943163955,1400.9904441628307,1373.5520517768107,1406.7125464864662,1379.4763848406055,1412.4339890389613,1385.3961305722485,1418.1563193347597,1391.3125132060186
33706,1545.080516229324,1510.6675501656973,1556.711779443118,1522.5893377927894,1561.390080881307,1527.550127335686,1555.9445279931217,1522.3810707567075,1550.7284263245135,1517.4335589687587,1552.7095959316487,1519.6792843498527,1558.434017994038,1525.658603386358,1570.142454934276,1537.617605909721,1582.1406768750253,1549.8620157310256,1588.7693157363567,1556.729225199412,1593.800060330469,1561.9946019463446,1592.4629252104464,1560.8862149891447
33708,1619.171755085699,1586.5424962897807,1634.7204602054258,1602.3662864103112,1644.6284584091181,1612.541338669325,1651.861172938472,1620.035817314038,1659.0252150947924,1627.4532579796185,1666.6722807529334,1635.349428826344,1672.8003820822466,1641.720441129917,1678.9584335468096,1648.1163830236412,1687.3276673140022,1656.717739394233,1692.8435962772758,1662.460194902805,1697.625069152133,1667.4638704744873,1697.2364678985434,1667.2918642931088
33712,1163.8157524033838,1136.10438249806,1166.7670532192935,1139.287996983149,1170.347165888855,1143.0940105943257,1174.2833488250187,1147.250906404712,1178.4219205191891,1151.6049334475522,1182.675939142279,1156.069333302575,1186.996225871461,1160.5951251205208,1191.354946200672,1165.154660521425,1195.7363287629894,1169.7323434349935,1200.131421134844,1174.3193886827526,1204.5351281975018,1178.910859000041,1208.9445369596576,1183.503991946883
33716,1204.24848713107,1187.5443139793786,1208.021415912588,1191.457967147081,1214.3568902876705,1197.9299011262565,1222.5716638327337,1206.2784294544028,1231.5651609806725,1215.4019788655103,1240.255390058599,1224.21953703715,1247.7769085220407,1231.8651877765806,1253.6653223328062,1237.8750748255234,1257.8970739297165,1242.225457620827,1260.8333101054259,1245.2777117494097,1263.0788922672489,1247.6367526174965,1265.3093820353097,1249.9782213843469
33755,1101.8413087383603,1081.683401214306,1105.3148536299943,1085.325599224185,1109.1496116214962,1089.3249164109466,1113.14857156273,1093.4844313512945,1117.22271895276,1097.7152921303389,1121.331811417345,1101.9774075103203,1125.457629901901,1106.252702277621,1129.591905310881,1110.533042787823,1133.7308660634333,1114.8147853564835,1137.8727749748725,1119.0963141944283,1142.016816751579,1123.3769282037351,1146.1625930773914,1127.6563401431329
33756,1139.6299631719012,1118.2488711516335,1140.4482223067744,1119.2464815814492,1145.3467243603272,1124.3196788573377,1151.907232626562,1131.0508498216589,1158.4491958410538,1137.7590876455408,1163.8850024866795,1143.3570642795696,1168.1405278364364,1147.7716162934998,1171.6336073012435,1151.4192111278157,1174.9282812451422,1154.8655601817366,1178.4165413752473,1158.5016924715867,1182.2393652097455,1162.4700557076042,1186.3374014055794,1166.7093042398078
33771,1183.7550650930684,1163.4463547766081,1185.8630672942384,1165.724338976184,1188.948100400885,1168.9752113359912,1192.6322267010144,1172.8211292721214,1196.6840118287096,1177.0308281559492,1200.961717020874,1181.4627259959939,1205.3785101213882,1186.0301358786967,1209.8811749798756,1190.679979300216,1214.4370829307745,1195.37975641071,1219.026215726063,1200.1095713087614,1223.6362818581754,1204.8572485485881,1228.2597255006312,1209.6153429673864
